Section,XPath,Source_Code,Source_CodeSystem_OID,Source_Vocabulary,Source_DisplayName,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain_ID,OMOP_Vocabulary_ID,Is_Standard,Mapping_Status
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[2]/code[1],6690-2,2.16.840.1.113883.6.1,LOINC,Leukocytes[#/volume] in Blood by Automated count,3000905,Leukocytes [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[3]/code[1],777-3,2.16.840.1.113883.6.1,LOINC,Platelets [#/volume] in Blood by Automated count,3024929,Platelets [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[4]/code[1],4544-3,2.16.840.1.113883.6.1,LOINC,Hematocrit,3023314,Hematocrit [Volume Fraction] of Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[5]/code[1],789-8,2.16.840.1.113883.6.1,LOINC,Erythrocytes [#/volume] in Blood by Automated count,3020416,Erythrocytes [#/volume] in Blood by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[6]/code[1],3094-0,2.16.840.1.113883.6.1,LOINC,Urea nitrogen [Mass/volume] in Serum or Plasma,3013682,Urea nitrogen [Mass/volume] in Serum or Plasma,Measurement,LOINC,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/participant/participantRole/playingEntity/code[1],102263004,2.16.840.1.113883.6.96,SNOMED,Eggs (edible),4008008,Eggs (edible),Observation,SNOMED,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],247472004,2.16.840.1.113883.6.96,SNOMED,Hives,4082588,Wheal,Condition,SNOMED,true,mapped
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[1]/code[1],76690-7,2.16.840.1.113883.6.1,LOINC,Sexual orientation,46235214,Sexual orientation,Observation,LOINC,true,mapped
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[2]/code[1],72166-2,2.16.840.1.113883.6.1,LOINC,Tobacco smoking status NHIS,43054909,Tobacco smoking status,Observation,LOINC,true,mapped
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[3]/code[1],76689-9,2.16.840.1.113883.6.1,LOINC,Sex Assigned At Birth,46235213,Sex assigned at birth,Observation,LOINC,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[1]/value[1],233604007,2.16.840.1.113883.6.96,SNOMED,Pneumonia,255848,Pneumonia,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[2]/value[1],195967001,2.16.840.1.113883.6.96,SNOMED,Asthma,317009,Asthma,Condition,SNOMED,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[1]/consumable/manufacturedProduct/manufacturedMaterial/code[1],573621,2.16.840.1.113883.6.88,RxNorm,Albuterol 0.09 MG/ACTUAT inhalant solution,19044359,albuterol 0.09 MG/ACTUAT [Proventil],Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[1]/routeCode[1],C38216,2.16.840.1.113883.3.26.1.1,,RESPIRATORY (INHALATION),0,,,,false,no_vocab
Immunizations,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.2.1']/entry/substanceAdministration[1]/consumable/manufacturedProduct/manufacturedMaterial/code[1],88,2.16.840.1.113883.6.59,,Influenza virus vaccine,0,,,,false,no_vocab
Immunizations,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.2.1']/entry/substanceAdministration[2]/consumable/manufacturedProduct/manufacturedMaterial/code[1],103,2.16.840.1.113883.6.59,,Tetanus and diphtheria toxoids - preservative free,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[1]/code[1],168731009,2.16.840.1.113883.6.96,SNOMED,Chest X-Ray,4056836,Standard chest X-ray,Procedure,SNOMED,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[1]/code[1],8302-2,2.16.840.1.113883.6.1,LOINC,Height,3036277,Body height,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[2]/code[1],3141-9,2.16.840.1.113883.6.1,LOINC,Patient Body Weight - Measured,3013762,Body weight Measured,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[3]/code[1],8480-6,2.16.840.1.113883.6.1,LOINC,Intravascular Systolic,3004249,Systolic blood pressure,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[4]/code[1],8302-2,2.16.840.1.113883.6.1,LOINC,Height,3036277,Body height,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[5]/code[1],3141-9,2.16.840.1.113883.6.1,LOINC,Patient Body Weight - Measured,3013762,Body weight Measured,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[6]/code[1],8480-6,2.16.840.1.113883.6.1,LOINC,Intravascular Systolic,3004249,Systolic blood pressure,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[1]/code[1],30313-1,2.16.840.1.113883.6.1,LOINC,HGB,3002173,Hemoglobin [Mass/volume] in Arterial blood,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[2]/code[1],33765-9,2.16.840.1.113883.6.1,LOINC,WBC,3028866,Leukocytes [#/volume] in Blood Product unit.platelet pheresis by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[3]/code[1],26515-7,2.16.840.1.113883.6.1,LOINC,PLT,3007461,Platelets [#/volume] in Blood,Measurement,LOINC,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/participant/participantRole/playingEntity/code[1],7982,2.16.840.1.113883.6.88,RxNorm,Penicillin G benzathine,19130393,penicillin G benzathine,Drug,RxNorm,false,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],247472004,2.16.840.1.113883.6.96,SNOMED,Hives,4082588,Wheal,Condition,SNOMED,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[2]/participant/participantRole/playingEntity/code[1],2670,2.16.840.1.113883.6.88,RxNorm,Codeine,1201620,codeine,Drug,RxNorm,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[2]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],267036007,2.16.840.1.113883.6.96,SNOMED,Shortness of Breath,312437,Dyspnea,Condition,SNOMED,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[3]/participant/participantRole/playingEntity/code[1],1191,2.16.840.1.113883.6.88,RxNorm,Aspirin,1112807,aspirin,Drug,RxNorm,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[3]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],247472004,2.16.840.1.113883.6.96,SNOMED,Hives,4082588,Wheal,Condition,SNOMED,true,mapped
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[1]/code[1],ASSERTION,2.16.840.1.113883.5.4,,,0,,,,false,no_vocab
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[2]/code[1],230056004,2.16.840.1.113883.6.96,SNOMED,Cigarette smoking,4041508,Cigarette consumption,Observation,SNOMED,false,mapped
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[3]/code[1],230056004,2.16.840.1.113883.6.96,SNOMED,Cigarette smoking,4041508,Cigarette consumption,Observation,SNOMED,false,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[1]/value[1],233604007,2.16.840.1.113883.6.96,SNOMED,Pneumonia,255848,Pneumonia,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[2]/value[1],195967001,2.16.840.1.113883.6.96,SNOMED,Asthma,317009,Asthma,Condition,SNOMED,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[1]/consumable/manufacturedProduct/manufacturedMaterial/code[1],573621,2.16.840.1.113883.6.88,RxNorm,Albuterol 0.09 MG/ACTUAT inhalant solution,19044359,albuterol 0.09 MG/ACTUAT [Proventil],Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[1]/routeCode[1],C38216,2.16.840.1.113883.3.26.1.1,,RESPIRATORY (INHALATION),0,,,,false,no_vocab
Immunizations,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.2.1']/entry/substanceAdministration[1]/consumable/manufacturedProduct/manufacturedMaterial/code[1],88,2.16.840.1.113883.6.59,,Influenza virus vaccine,0,,,,false,no_vocab
Immunizations,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.2.1']/entry/substanceAdministration[2]/consumable/manufacturedProduct/manufacturedMaterial/code[1],103,2.16.840.1.113883.6.59,,Tetanus and diphtheria toxoids - preservative free,0,,,,false,no_vocab
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[1]/code[1],168731009,2.16.840.1.113883.6.96,SNOMED,Chest X-Ray,4056836,Standard chest X-ray,Procedure,SNOMED,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[1]/code[1],8302-2,2.16.840.1.113883.6.1,LOINC,Height,3036277,Body height,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[2]/code[1],3141-9,2.16.840.1.113883.6.1,LOINC,Patient Body Weight - Measured,3013762,Body weight Measured,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[3]/code[1],8480-6,2.16.840.1.113883.6.1,LOINC,Intravascular Systolic,3004249,Systolic blood pressure,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[4]/code[1],8302-2,2.16.840.1.113883.6.1,LOINC,Height,3036277,Body height,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[5]/code[1],3141-9,2.16.840.1.113883.6.1,LOINC,Patient Body Weight - Measured,3013762,Body weight Measured,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[6]/code[1],8480-6,2.16.840.1.113883.6.1,LOINC,Intravascular Systolic,3004249,Systolic blood pressure,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[1]/code[1],30313-1,2.16.840.1.113883.6.1,LOINC,HGB,3002173,Hemoglobin [Mass/volume] in Arterial blood,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[2]/code[1],33765-9,2.16.840.1.113883.6.1,LOINC,WBC,3028866,Leukocytes [#/volume] in Blood Product unit.platelet pheresis by Automated count,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[3]/code[1],26515-7,2.16.840.1.113883.6.1,LOINC,PLT,3007461,Platelets [#/volume] in Blood,Measurement,LOINC,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/participant/participantRole/playingEntity/code[1],7982,2.16.840.1.113883.6.88,RxNorm,Penicillin G benzathine,19130393,penicillin G benzathine,Drug,RxNorm,false,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],247472004,2.16.840.1.113883.6.96,SNOMED,Hives,4082588,Wheal,Condition,SNOMED,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[2]/participant/participantRole/playingEntity/code[1],2670,2.16.840.1.113883.6.88,RxNorm,Codeine,1201620,codeine,Drug,RxNorm,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[2]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],267036007,2.16.840.1.113883.6.96,SNOMED,Shortness of Breath,312437,Dyspnea,Condition,SNOMED,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[3]/participant/participantRole/playingEntity/code[1],1191,2.16.840.1.113883.6.88,RxNorm,Aspirin,1112807,aspirin,Drug,RxNorm,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[3]/entryRelationship/observation[templateId/@root='2.16.840.1.113883.10.20.22.4.9']/value[1],247472004,2.16.840.1.113883.6.96,SNOMED,Hives,4082588,Wheal,Condition,SNOMED,true,mapped
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[1]/code[1],ASSERTION,2.16.840.1.113883.5.4,,,0,,,,false,no_vocab
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[2]/code[1],230056004,2.16.840.1.113883.6.96,SNOMED,Cigarette smoking,4041508,Cigarette consumption,Observation,SNOMED,false,mapped
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[3]/code[1],230056004,2.16.840.1.113883.6.96,SNOMED,Cigarette smoking,4041508,Cigarette consumption,Observation,SNOMED,false,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[1]/value[1],59621000,2.16.840.1.113883.6.96,SNOMED,Essential hypertension,320128,Essential hypertension,Condition,SNOMED,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[1]/consumable/manufacturedProduct/manufacturedMaterial/code[1],858828,2.16.840.1.113883.6.88,RxNorm,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,40165757,enalapril maleate 10 MG / hydrochlorothiazide 25 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[2]/consumable/manufacturedProduct/manufacturedMaterial/code[1],858828,2.16.840.1.113883.6.88,RxNorm,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,40165757,enalapril maleate 10 MG / hydrochlorothiazide 25 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[3]/consumable/manufacturedProduct/manufacturedMaterial/code[1],1046847,2.16.840.1.113883.6.88,RxNorm,24 HR Nicotine 0.313 MG/HR Transdermal Patch,40229051,24 HR nicotine 0.313 MG/HR Transdermal System,Drug,RxNorm,true,mapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[1]/code[1],99406,2.16.840.1.113883.6.12,CPT4,Behav chng smoking 3-10 min,0,,,,false,unmapped
Procedures,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.7.1']/entry/procedure[2]/code[1],45378,2.16.840.1.113883.6.12,CPT4,Diagnostic colonoscopy,0,,,,false,unmapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[1]/code[1],39156-5,2.16.840.1.113883.6.1,LOINC,BMI,3038553,Body mass index (BMI) [Ratio],Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[2]/code[1],8462-4,2.16.840.1.113883.6.1,LOINC,BP Diastolic,3012888,Diastolic blood pressure,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[3]/code[1],8480-6,2.16.840.1.113883.6.1,LOINC,BP Systolic,3004249,Systolic blood pressure,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[4]/code[1],39156-5,2.16.840.1.113883.6.1,LOINC,BMI,3038553,Body mass index (BMI) [Ratio],Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[5]/code[1],8462-4,2.16.840.1.113883.6.1,LOINC,BP Diastolic,3012888,Diastolic blood pressure,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[6]/code[1],8480-6,2.16.840.1.113883.6.1,LOINC,BP Systolic,3004249,Systolic blood pressure,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[7]/code[1],39156-5,2.16.840.1.113883.6.1,LOINC,BMI,3038553,Body mass index (BMI) [Ratio],Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[8]/code[1],8462-4,2.16.840.1.113883.6.1,LOINC,BP Diastolic,3012888,Diastolic blood pressure,Measurement,LOINC,true,mapped
VitalSigns,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.4.1']/entry/organizer/component/observation[9]/code[1],8480-6,2.16.840.1.113883.6.1,LOINC,BP Systolic,3004249,Systolic blood pressure,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[1]/code[1],14646-4,2.16.840.1.113883.6.1,LOINC,HDLc SerPl-sCnc,3023602,Cholesterol in HDL [Moles/volume] in Serum or Plasma,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[2]/code[1],2089-1,2.16.840.1.113883.6.1,LOINC,LDLc SerPl-mCnc,3028437,Cholesterol in LDL [Mass/volume] in Serum or Plasma,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[3]/code[1],2093-3,2.16.840.1.113883.6.1,LOINC,Cholest SerPl-mCnc,3027114,Cholesterol [Mass/volume] in Serum or Plasma,Measurement,LOINC,true,mapped
LabResults,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.3.1']/entry/organizer/component/observation[4]/code[1],12951-0,2.16.840.1.113883.6.1,LOINC,Trigl SerPl Calc-mCnc,3007943,Triglyceride [Mass/volume] in Serum or Plasma by calculation,Measurement,LOINC,true,mapped
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[1]/participant/participantRole/playingEntity/code[1],291P45F896,2.16.840.1.113883.4.9,,Eggs,0,,,,false,no_vocab
Allergies,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.6.1']/entry/act/entryRelationship/observation[2]/participant/participantRole/playingEntity/code[1],N0000011298,2.16.840.1.113883.3.26.1.5,,Penicillin V,0,,,,false,no_vocab
SocialHistory,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.17']/entry/observation[1]/code[1],ASSERTION,2.16.840.1.113883.5.4,,,0,,,,false,no_vocab
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[1]/value[1],5962100,2.16.840.1.113883.6.96,SNOMED,Essential Hypertension,0,,,,false,unmapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[2]/value[1],5582204,2.16.840.1.113883.6.96,SNOMED,Hyperlipidemia,0,,,,false,unmapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[3]/value[1],44054006,2.16.840.1.113883.6.96,SNOMED,Diabetes Mellitus Type II ,201826,Type 2 diabetes mellitus,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[4]/value[1],433144002,2.16.840.1.113883.6.96,SNOMED,Chronic Kidney Disease Stage III,443597,Chronic kidney disease stage 3,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[5]/value[1],40930008,2.16.840.1.113883.6.96,SNOMED,Hypothyroidism,140673,Hypothyroidism,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[6]/value[1],8957000,2.16.840.1.113883.6.96,SNOMED,Coronary Artery Disease,0,,,,false,unmapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[7]/value[1],266569009,2.16.840.1.113883.6.96,SNOMED,Benign prostatic hyperplasia,198803,Benign prostatic hyperplasia,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[8]/value[1],49436004,2.16.840.1.113883.6.96,SNOMED,Atrial fibrillation,313217,Atrial fibrillation,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[9]/value[1],230572002,2.16.840.1.113883.6.96,SNOMED,Diabetic neuropathy,4044391,Neuropathy due to diabetes mellitus,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[10]/value[1],238134004,2.16.840.1.113883.6.96,SNOMED,Generalized obesity,4029276,Generalized obesity,Condition,SNOMED,true,mapped
Problems,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.5.1']/entry/act/entryRelationship/observation[11]/value[1],193462001,2.16.840.1.113883.6.96,SNOMED,Insomnia,436962,Insomnia,Condition,SNOMED,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[1]/consumable/manufacturedProduct/manufacturedMaterial/code[1],314077,2.16.840.1.113883.6.88,RxNorm,Lisinopril 20 MG Oral Tablet,19080129,lisinopril 20 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[1]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[2]/consumable/manufacturedProduct/manufacturedMaterial/code[1],313988,2.16.840.1.113883.6.88,RxNorm,Furosemide 40 MG Oral Tablet,957136,furosemide 40 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[2]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[3]/consumable/manufacturedProduct/manufacturedMaterial/code[1],706459,2.16.840.1.113883.6.88,RxNorm,K-Dur 10 MEQ Extended Release Tablet,19126571,potassium chloride 10 MEQ Extended Release Oral Tablet [K-Dur],Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[3]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[4]/consumable/manufacturedProduct/manufacturedMaterial/code[1],308135,2.16.840.1.113883.6.88,RxNorm,Amlodipine 10 MG Oral Tablet,19073093,amlodipine 10 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[4]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[5]/consumable/manufacturedProduct/manufacturedMaterial/code[1],198211,2.16.840.1.113883.6.88,RxNorm,Simvastatin 40 MG Oral Tablet,1539407,simvastatin 40 MG Oral Tablet,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[5]/routeCode[1],C38288,2.16.840.1.113883.3.26.1.1,,oral,0,,,,false,no_vocab
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[6]/consumable/manufacturedProduct/manufacturedMaterial/code[1],311041,2.16.840.1.113883.6.88,RxNorm,Insulin Glargine 100 UNT/ML Injectable Solution,19078559,insulin glargine 100 UNT/ML Injectable Solution,Drug,RxNorm,true,mapped
Medications,//component/section[templateId/@root='2.16.840.1.113883.10.20.22.2.1.1']/entry/substanceAdministration[6]/routeCode[1],C38299,2.16.840.1.113883.3.26.1.1,,SUBCUTANEOUS,0,,,,false,no_vocab
